Country,Country Code,Series,Series Code,1987Q1 [1987Q1],1987Q2 [1987Q2],1987Q3 [1987Q3],1987Q4 [1987Q4],1988Q1 [1988Q1],1988Q2 [1988Q2],1988Q3 [1988Q3],1988Q4 [1988Q4],1989Q1 [1989Q1],1989Q2 [1989Q2],1989Q3 [1989Q3],1989Q4 [1989Q4],1990Q1 [1990Q1],1990Q2 [1990Q2],1990Q3 [1990Q3],1990Q4 [1990Q4],1991Q1 [1991Q1],1991Q2 [1991Q2],1991Q3 [1991Q3],1991Q4 [1991Q4],1992Q1 [1992Q1],1992Q2 [1992Q2],1992Q3 [1992Q3],1992Q4 [1992Q4],1993Q1 [1993Q1],1993Q2 [1993Q2],1993Q3 [1993Q3],1993Q4 [1993Q4],1994Q1 [1994Q1],1994Q2 [1994Q2],1994Q3 [1994Q3],1994Q4 [1994Q4],1995Q1 [1995Q1],1995Q2 [1995Q2],1995Q3 [1995Q3],1995Q4 [1995Q4],1996Q1 [1996Q1],1996Q2 [1996Q2],1996Q3 [1996Q3],1996Q4 [1996Q4],1997Q1 [1997Q1],1997Q2 [1997Q2],1997Q3 [1997Q3],1997Q4 [1997Q4],1998Q1 [1998Q1],1998Q2 [1998Q2],1998Q3 [1998Q3],1998Q4 [1998Q4],1999Q1 [1999Q1],1999Q2 [1999Q2],1999Q3 [1999Q3],1999Q4 [1999Q4],2000Q1 [2000Q1],2000Q2 [2000Q2],2000Q3 [2000Q3],2000Q4 [2000Q4],2001Q1 [2001Q1],2001Q2 [2001Q2],2001Q3 [2001Q3],2001Q4 [2001Q4],2002Q1 [2002Q1],2002Q2 [2002Q2],2002Q3 [2002Q3],2002Q4 [2002Q4],2003Q1 [2003Q1],2003Q2 [2003Q2],2003Q3 [2003Q3],2003Q4 [2003Q4],2004Q1 [2004Q1],2004Q2 [2004Q2],2004Q3 [2004Q3],2004Q4 [2004Q4],2005Q1 [2005Q1],2005Q2 [2005Q2],2005Q3 [2005Q3],2005Q4 [2005Q4],2006Q1 [2006Q1],2006Q2 [2006Q2],2006Q3 [2006Q3],2006Q4 [2006Q4],2007Q1 [2007Q1],2007Q2 [2007Q2],2007Q3 [2007Q3],2007Q4 [2007Q4],2008Q1 [2008Q1],2008Q2 [2008Q2],2008Q3 [2008Q3],2008Q4 [2008Q4],2009Q1 [2009Q1],2009Q2 [2009Q2],2009Q3 [2009Q3],2009Q4 [2009Q4],2010Q1 [2010Q1],2010Q2 [2010Q2],2010Q3 [2010Q3],2010Q4 [2010Q4],2011Q1 [2011Q1],2011Q2 [2011Q2],2011Q3 [2011Q3],2011Q4 [2011Q4],2012Q1 [2012Q1],2012Q2 [2012Q2],2012Q3 [2012Q3],2012Q4 [2012Q4],2013Q1 [2013Q1],2013Q2 [2013Q2],2013Q3 [2013Q3],2013Q4 [2013Q4],2014Q1 [2014Q1],2014Q2 [2014Q2],2014Q3 [2014Q3],2014Q4 [2014Q4],2015Q1 [2015Q1],2015Q2 [2015Q2],2015Q3 [2015Q3],2015Q4 [2015Q4],2016Q1 [2016Q1],2016Q2 [2016Q2],2016Q3 [2016Q3],2016Q4 [2016Q4],2017Q1 [2017Q1],2017Q2 [2017Q2],2017Q3 [2017Q3],2017Q4 [2017Q4],2018Q1 [2018Q1],2018Q2 [2018Q2],2018Q3 [2018Q3],2018Q4 [2018Q4],2019Q1 [2019Q1],2019Q2 [2019Q2],2019Q3 [2019Q3],2019Q4 [2019Q4],2020Q1 [2020Q1],2020Q2 [2020Q2],2020Q3 [2020Q3],2020Q4 [2020Q4],2021Q1 [2021Q1],2021Q2 [2021Q2],2021Q3 [2021Q3],2021Q4 [2021Q4],2022Q1 [2022Q1],2022Q2 [2022Q2],2022Q3 [2022Q3],2022Q4 [2022Q4],2023Q1 [2023Q1],2023Q2 [2023Q2],2023Q3 [2023Q3],2023Q4 [2023Q4],2024Q1 [2024Q1],2024Q2 [2024Q2],2024Q3 [2024Q3],2024Q4 [2024Q4],2025Q1 [2025Q1],2025Q2 [2025Q2],2025Q3 [2025Q3],2025Q4 [2025Q4]
Jamaica,JAM,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,967251.7843,984046.6951,1001992.214,1027657.583,1043540.588,1051157.038,1070539.166,1082260.843,1107910.813,1094741.526,1111754.238,1142069.338,1135911.498,1163709.781,1187323.637,1186566.832,1199340.116,1209763.785,1209710.985,1218960.946,1217109.633,1220814.458,1225437.788,1217944.539,1224110.08,1213790.912,1208236.975,1212908.706,1227093.299,1220531.756,1234560.149,1229673.916,1243083.005,1254990.583,1269674.58,1272792.001,1283383.971,1299570.578,1301156.788,1315725.284,1318872.405,1309275.942,1311749.858,1312267.962,1296090.155,1290657.219,1292885.834,1303302.902,1285186.883,1290294.217,1297110.961,1297589.465,1319929.512,1325873.951,1326186.353,1339112.539,1348916.903,1338896.937,1324337.241,1319793.111,1321961.226,1332651.096,1336946.624,1340666.849,1341442.354,1350561.414,1354687.542,1369493.639,1379930.508,1379523.505,1388148.662,1385570.245,1392610.292,1403268.262,1417691.557,1420202.874,1422376.488,1424463.202,1421827.585,1440883.01,1450461.874,1450961.277,1443232.626,1449221.065,1455107.204,1446141.045,1428229.627,1392558.591,1325934.452,1351908.923,1351298.419,1367739.128,1382409.925,1399029.934,1424356.501,1412463.223,1397899.127,1385855.147,1419386.669,1417123.954,1437657.789,1424142,1418559.463,1417336.255,1437247.486,1450312.273,1464001.863,1462114.251,1474229.731,1447772.356,1448755.762,1455386.606,1478094.056,1480330.371,1481601.979,1479036.762,1490488.938,1487933.621,1490957.541,1492918.854,1504670.231,1510622.371,1523716.857,1524503.362,1525704.57,1531723.81,1524105.16,1520184.734,1523897.258,1530785.504,1533725.823,1489233.83,1497057.081,1383170.03,1458505.127,1483345.491,1487100.916,1496747.979,1491543.845,1508175.955,1501175.508,1514888.199,1510018.467,1513243.688,1532998.718,1536041.339,1523598.056,1521869.945,1518534.723,1525817.871,1534531.029,1542338.88,1543489.488,1551776.942,..,..
Jordan,JOR,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2511.918845,2549.726038,2624.334404,2698.342069,2698.821229,2717.173187,2740.726291,2688.486061,2835.186296,2798.000582,2840.809732,2912.643754,3022.088569,3055.568292,2986.797412,2999.82181,2988.143837,3062.19402,3104.812419,3127.379668,3158.373253,3170.735046,3189.97021,3225.136619,3271.380451,3254.432316,3227.201114,3400.623497,3266.00817,3398.969704,3453.012829,3449.658655,3450.144503,3513.284015,3569.962972,3612.136641,3652.805408,3706.202023,3724.866794,3775.147971,3848.133341,3925.628094,4001.24283,4059.17757,4007.857472,4080.349152,4141.505369,4240.600629,4302.456066,4385.832598,4529.745433,4613.264557,4696.588581,4824.941816,4888.397529,5004.360411,5115.778255,5188.751291,5253.513798,5510.863956,5643.900489,5714.672627,5645.489189,5833.642651,6018.957247,6126.365029,6137.901221,6221.452265,6337.218373,6434.530953,6504.698782,6450.762649,6472.52487,6545.679676,6640.100307,6660.119296,6667.880511,6726.311718,6804.766037,6846.846443,6876.561918,6893.014434,6946.549481,6992.887785,7040.947648,7109.398375,7122.466477,7159.020617,7278.444623,7320.422098,7364.332646,7427.270858,7440.139968,7497.97724,7573.01434,7612.535452,7610.781267,7647.123737,7714.681653,7758.357685,7812.602651,7857.327705,7894.792812,7931.532026,7968.080435,8036.057127,8051.00884,8049.967642,8095.016534,8168.214219,8196.049743,8206.285995,8174.654551,7927.446536,8065.438554,8153.020222,8295.435054,8317.413905,8403.980763,8469.085557,8502.119247,8572.519017,8620.300805,8678.717477,8770.673634,8820.20261,8866.869438,8905.771646,8962.81023,9031.895778,9099.243538,9146.240412,9202.981309,9280.199564,..,..
Kazakhstan,KAZ,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13603.43029,13234.50154,13462.71036,14366.84101,14481.75355,14964.31054,15160.81132,15401.31031,16155.48,16983.06049,17406.07648,17542.56218,17917.15433,18195.07652,19042.40672,19587.88423,19896.87529,20363.83617,20727.51088,20656.59843,21773.46838,22174.76402,22479.14084,23030.85136,23842.40673,24078.17068,24632.37861,25557.49314,25766.41769,26783.72258,27821.34799,28240.30914,28689.98874,29460.37083,30206.39547,29945.82544,30599.30582,30982.10654,30678.45755,29997.59697,30037.04392,30198.10301,31041.60769,32285.61352,32351.4617,32901.28684,33305.99462,34066.10852,34727.34121,35335.8516,35953.24495,36560.82113,36863.74694,37407.33207,37571.0329,37913.25568,38775.12752,39624.80978,40125.96445,40026.3407,40539.44087,41099.28976,41669.13527,42020.76733,41585.88716,41609.63115,41738.22893,42166.62435,41654.55896,41577.49404,42332.88031,43024.71069,43104.74847,43771.83264,44123.97124,44271.59439,44930.79917,45688.08425,45931.81772,45916.00403,46670.76781,47789.87877,48202.54245,47989.20482,47905.84653,45105.99037,46059.9766,46746.73882,47119.19679,48084.75971,49016.39813,49053.23612,49221.63656,49521.85975,50065.23687,50671.69013,51656.45146,52396.28638,52249.41304,53338.17981,53609.46092,53878.47349,55352.35958,56700.38232,56645.98487,57678.29963,..,..
Kenya,KEN,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10649.41155,10740.4485,10924.49864,11106.54824,11456.87851,11650.80179,11740.70482,12068.72132,12160.91648,12248.03333,12369.98558,12542.58322,12679.16294,12789.62218,12984.83326,13128.84821,13172.71441,13335.17972,13460.61471,13583.91146,13831.93045,14061.17509,14161.68831,14185.97023,14489.89919,14733.05045,14844.10905,14970.30538,15030.30553,15292.27164,15522.31002,15683.73862,15804.59746,15789.92949,16051.99279,16243.64015,16593.28197,16739.88061,16956.42544,17201.0265,17376.00534,17734.87235,17868.97366,17952.14612,18146.0127,17026.04765,17319.02626,18225.02208,18542.4365,18820.35837,19033.0317,19688.8946,19613.9592,19785.6416,19997.26201,20379.03404,20667.33121,20919.2379,21238.28839,21520.04937,21688.12755,21905.84678,22177.32966,22563.94511,22754.05359,23019.63202,..,..
Kiribati,KIR,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Korea Rep.,KOR,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Korea Rep.,KOR,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,67476.6144,71124.93149,71925.17626,73183.88198,78715.75552,77293.23267,79915.97133,82208.80576,82186.55992,83565.12075,85947.69518,89228.65332,90163.43243,92195.97544,95463.16235,97283.31059,100842.5687,102561.2487,104896.6831,107597.9632,109459.8035,110283.8831,110416.6014,112154.3493,114484.3357,117373.8731,119520.8989,121874.1906,125492.7709,127582.4418,129639.3493,134891.2583,137870.7626,140499.5546,143454.6944,146174.3614,149110.2064,151981.8866,154787.0562,157505.7395,158265.8812,163820.0006,165422.2304,164410.8772,153372.1,152175.3648,155153.2045,159020.575,163959.3776,171072.3701,175986.2029,180697.8558,184302.2865,187141.8843,192280.5967,191641.8234,193569.6445,196488.4647,198990.9699,202015.5712,207642.8597,211595.5059,215525.4523,217560.8706,216391.8292,216534.9138,219997.4706,225607.1289,228817.5663,230725.7142,231315.9855,233211.9512,235395.0698,239808.6739,243175.2104,245965.4738,249875.52,251678.946,255623.4203,257746.3843,262315.4822,266756.0235,269914.7809,275229.644,277304.787,278314.1729,280161.4096,270709.275,271423.1847,275092.4613,283484.5895,285561.0945,292251.6431,296973.5867,299993.1184,304227.6965,307132.3671,308465.5282,309892.2884,311970.5337,314953.1404,316282.8209,317692.9345,320058.1814,322596.7037,326242.0698,329514.3263,332401.4424,334951.0876,338130.9558,339001.9484,340807.1147,343753.2503,345231.6148,350353.378,353061.0897,354420.28,358862.7886,360250.5807,363026.0892,367122.955,369819.7708,374904.7603,374032.1787,379530.6835,382489.6824,384451.4019,386601.0004,386929.2399,392031.7083,392832.6341,396751.5332,391656.8584,380949.4987,389389.1451,395565.9966,401583.5709,407174.3883,407165.0814,413488.2711,415063.2611,418734.5807,420802.1572,419254.4826,420746.2399,423628.5133,426941.0999,429036.1431,434071.7226,433080.3453,433465.4858,433802.7296,432853.8009,435774.9667,..,..
Kuwait,KWT,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28296.52788,28276.88483,27754.27972,29092.97216,29577.79412,30583.96518,32264.90549,32003.88311,34088.836,32997.45278,32602.55433,32992.92826,32511.10657,33862.08862,33808.09959,34018.50033,34074.90996,33701.19826,33855.96037,33253.52659,33806.76945,33968.68329,34205.9183,33674.33107,35287.96067,34901.02033,34957.59182,34465.84322,33304.38143,33482.09952,33154.43948,33049.76832,33453.04636,34157.97339,34706.64856,34326.53281,34686.3554,34631.91603,34865.40003,35545.62045,35769.3146,31598.30237,32218.39028,33396.01544,32483.74915,33555.05402,34283.80955,34943.10817,35530.94101,36139.96624,36605.387,36184.56776,36102.34096,35548.56515,35489.03475,34918.55519,34853.38435,34741.69745,34089.44261,34691.95927,35159.12851,..,..,..
Kyrgyz Republic,KGZ,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean developing,LAC,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean developing,LAC,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,1127636.864,1160393.959,1181375.929,1175866.841,1169680.117,1158219.064,1160501.053,1174855.804,1187564.058,1162530.565,1178438.364,1185086.81,1176324.855,557214.8157,586240.43,585290.1978,570718.9972,592009.9584,609371.9139,603792.4956,600879.0632,602157.4864,608690.6599,611887.0366,620936.4093,629099.2216,637530.2374,638309.4093,643889.327,654403.8575,672117.9839,690169.5631,679475.1257,658174.502,658588.6078,666144.2169,671198.9768,679486.5883,700693.1057,706313.7564,709832.1858,718564.2452,733694.9167,745115.2865,738654.7854,748295.0868,752427.8897,746467.5735,744920.9665,747135.764,753684.6597,763305.9958,769241.8853,775764.5179,787557.6162,789667.5731,789410.7698,785285.2128,783608.9532,776376.9836,776907.8108,783828.8035,794728.5829,800191.036,797431.9781,797523.8051,808357.7166,818248.7294,825314.8498,839240.0199,849133.3894,858389.6527,864827.4722,873003.7638,873923.1531,887619.516,903565.5019,909732.371,922349.3298,931981.747,945534.0092,958917.8676,968546.8208,980848.0062,990309.2834,1004193.71,1013682.94,985017.5766,957861.4042,960676.3898,986063.4276,1007160.297,1024005.486,1040639.627,1049382.343,1063372.141,1077897.426,1087336.146,1095092.524,1103534.628,1099922.94,1108625.395,1123003.657,1129065.079,1134727.94,1146625.761,1153105.065,1156589.24,1162857.281,1159349.988,1160127.1,1167175.658,1166895.087,1160198.91,1157018.927,1150137.713,1143119.911,1145158.646,1146668.919,1151920.733,1161583.331,1168532.91,1170588.551,1179581.497,1188582.631,1185343.996,1190800.623,1187746.201,1191856.328,1197938.636,1198062.949,1197698.59,1173392.62,1014304.779,1126159.998,1174654.354,1191897.967,1191729.823,1197203.05,1214865.644,1229513.622,1244188.912,1252684.068,1256711.069,1269731.944,1275017.125,1279042.722,1281186.897,1286202.661,1296806.59,1308959.249,1312143.343,1324496.786,1330453.614,..,..
Latvia,LVA,"Unemployment rate,Percent,,,",UNEMPSA_,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
